id,station,latitude,longitude,rainfall,collected_at
45,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-29 23:10:00
46,Toa Payoh North,1.3427,103.8482,0.0,2025-03-29 23:10:00
47,Towner Road,1.3214,103.8577,0.0,2025-03-29 23:10:00
48,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-29 23:10:00
49,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-29 23:10:00
50,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-29 23:10:00
51,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-29 23:10:00
52,West Coast Highway,1.281,103.754,0.0,2025-03-29 23:10:00
53,West Coast Road,1.30167,103.76444,0.0,2025-03-29 23:10:00
54,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-29 23:10:00
55,Woodlands Centre,1.44003,103.76904,0.0,2025-03-29 23:10:00
56,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-29 23:10:00
57,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-29 23:10:00
58,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-29 23:10:00
59,Airport Boulevard,1.34392,103.98409,0.0,2025-03-29 23:15:00
60,Alexandra Road,1.2937,103.8125,0.0,2025-03-29 23:15:00
61,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-29 23:15:00
62,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-29 23:15:00
63,Banyan Road,1.256,103.679,0.0,2025-03-29 23:15:00
64,Bishan Street 13,1.35041,103.85526,0.0,2025-03-29 23:15:00
65,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-29 23:15:00
66,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-29 23:15:00
67,Changi East Close,1.3136,104.00317,0.0,2025-03-29 23:15:00
68,Clementi Park,1.32311,103.76714,0.0,2025-03-29 23:15:00
69,Clementi Road,1.3337,103.7768,0.0,2025-03-29 23:15:00
70,Compassvale Lane,1.38666,103.89797,0.0,2025-03-29 23:15:00
71,Coronation Walk,1.32427,103.8097,0.0,2025-03-29 23:15:00
72,East Coast Parkway,1.3135,103.9625,0.0,2025-03-29 23:15:00
73,Geylang East Central,1.32785,103.88899,0.0,2025-03-29 23:15:00
74,Henderson Road,1.28987,103.82364,0.0,2025-03-29 23:15:00
75,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-29 23:15:00
76,Jurong Pier Road,1.3081,103.71,0.0,2025-03-29 23:15:00
77,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-29 23:15:00
78,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-29 23:15:00
79,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-29 23:15:00
80,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-29 23:15:00
81,Kranji Road,1.42918,103.75711,0.0,2025-03-29 23:15:00
82,Kranji Way,1.4387,103.7363,0.0,2025-03-29 23:15:00
83,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-29 23:15:00
84,Lornie Road,1.3415,103.8334,0.0,2025-03-29 23:15:00
85,Malan Road,1.27472,103.80389,0.0,2025-03-29 23:15:00
86,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-29 23:15:00
87,Margaret Drive,1.29984,103.80264,0.0,2025-03-29 23:15:00
88,Marine Parade Road,1.30648,103.9104,0.0,2025-03-29 23:15:00
89,Nicoll Highway,1.30105,103.8666,0.0,2025-03-29 23:15:00
90,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-29 23:15:00
91,Pasir Panjang,1.29164,103.7702,0.0,2025-03-29 23:15:00
92,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-29 23:15:00
93,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-29 23:15:00
94,Poole Road,1.30703,103.89067,0.0,2025-03-29 23:15:00
95,Pulau Ubin,1.4168,103.9673,0.0,2025-03-29 23:15:00
96,Punggol Central,1.4029,103.9092,0.0,2025-03-29 23:15:00
97,Scotts Road,1.31055,103.8365,0.0,2025-03-29 23:15:00
98,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-29 23:15:00
99,Sentosa,1.25,103.8279,0.0,2025-03-29 23:15:00
100,Simei Avenue,1.3437,103.9444,0.0,2025-03-29 23:15:00
101,Somerset Road,1.3004,103.8372,0.0,2025-03-29 23:15:00
102,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-29 23:15:00
103,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-29 23:15:00
104,Toa Payoh North,1.3427,103.8482,0.0,2025-03-29 23:15:00
105,Towner Road,1.3214,103.8577,0.0,2025-03-29 23:15:00
106,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-29 23:15:00
107,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-29 23:15:00
108,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-29 23:15:00
109,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-29 23:15:00
110,West Coast Highway,1.281,103.754,0.0,2025-03-29 23:15:00
111,West Coast Road,1.30167,103.76444,0.0,2025-03-29 23:15:00
112,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-29 23:15:00
113,Woodlands Centre,1.44003,103.76904,0.0,2025-03-29 23:15:00
114,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-29 23:15:00
115,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-29 23:15:00
116,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-29 23:15:00
117,Airport Boulevard,1.34392,103.98409,0.0,2025-03-29 23:20:00
118,Alexandra Road,1.2937,103.8125,0.0,2025-03-29 23:20:00
119,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-29 23:20:00
120,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-29 23:20:00
121,Banyan Road,1.256,103.679,0.0,2025-03-29 23:20:00
122,Bishan Street 13,1.35041,103.85526,0.0,2025-03-29 23:20:00
123,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-29 23:20:00
124,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-29 23:20:00
125,Changi East Close,1.3136,104.00317,0.0,2025-03-29 23:20:00
126,Clementi Park,1.32311,103.76714,0.0,2025-03-29 23:20:00
127,Clementi Road,1.3337,103.7768,0.0,2025-03-29 23:20:00
128,Compassvale Lane,1.38666,103.89797,0.0,2025-03-29 23:20:00
129,Coronation Walk,1.32427,103.8097,0.0,2025-03-29 23:20:00
130,East Coast Parkway,1.3135,103.9625,0.0,2025-03-29 23:20:00
131,Geylang East Central,1.32785,103.88899,0.0,2025-03-29 23:20:00
132,Henderson Road,1.28987,103.82364,0.0,2025-03-29 23:20:00
133,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-29 23:20:00
134,Jurong Pier Road,1.3081,103.71,0.0,2025-03-29 23:20:00
135,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-29 23:20:00
136,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-29 23:20:00
137,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-29 23:20:00
138,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-29 23:20:00
139,Kranji Road,1.42918,103.75711,0.0,2025-03-29 23:20:00
140,Kranji Way,1.4387,103.7363,0.0,2025-03-29 23:20:00
141,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-29 23:20:00
142,Lornie Road,1.3415,103.8334,0.0,2025-03-29 23:20:00
143,Malan Road,1.27472,103.80389,0.0,2025-03-29 23:20:00
144,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-29 23:20:00
145,Margaret Drive,1.29984,103.80264,0.0,2025-03-29 23:20:00
146,Marine Parade Road,1.30648,103.9104,0.0,2025-03-29 23:20:00
147,Nicoll Highway,1.30105,103.8666,0.0,2025-03-29 23:20:00
148,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-29 23:20:00
149,Pasir Panjang,1.29164,103.7702,0.0,2025-03-29 23:20:00
150,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-29 23:20:00
151,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-29 23:20:00
152,Poole Road,1.30703,103.89067,0.0,2025-03-29 23:20:00
153,Pulau Ubin,1.4168,103.9673,0.0,2025-03-29 23:20:00
154,Punggol Central,1.4029,103.9092,0.0,2025-03-29 23:20:00
155,Scotts Road,1.31055,103.8365,0.0,2025-03-29 23:20:00
156,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-29 23:20:00
157,Sentosa,1.25,103.8279,0.0,2025-03-29 23:20:00
158,Simei Avenue,1.3437,103.9444,0.0,2025-03-29 23:20:00
159,Somerset Road,1.3004,103.8372,0.0,2025-03-29 23:20:00
160,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-29 23:20:00
161,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-29 23:20:00
162,Toa Payoh North,1.3427,103.8482,0.0,2025-03-29 23:20:00
163,Towner Road,1.3214,103.8577,0.0,2025-03-29 23:20:00
164,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-29 23:20:00
165,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-29 23:20:00
166,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-29 23:20:00
167,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-29 23:20:00
168,West Coast Highway,1.281,103.754,0.0,2025-03-29 23:20:00
169,West Coast Road,1.30167,103.76444,0.0,2025-03-29 23:20:00
170,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-29 23:20:00
171,Woodlands Centre,1.44003,103.76904,0.0,2025-03-29 23:20:00
172,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-29 23:20:00
173,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-29 23:20:00
174,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-29 23:20:00
175,Airport Boulevard,1.34392,103.98409,0.0,2025-03-29 23:50:00
176,Alexandra Road,1.2937,103.8125,0.0,2025-03-29 23:50:00
177,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-29 23:50:00
178,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-29 23:50:00
179,Banyan Road,1.256,103.679,0.0,2025-03-29 23:50:00
180,Bishan Street 13,1.35041,103.85526,0.0,2025-03-29 23:50:00
181,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-29 23:50:00
182,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-29 23:50:00
183,Changi East Close,1.3136,104.00317,0.0,2025-03-29 23:50:00
184,Clementi Park,1.32311,103.76714,0.0,2025-03-29 23:50:00
185,Clementi Road,1.3337,103.7768,0.0,2025-03-29 23:50:00
186,Compassvale Lane,1.38666,103.89797,0.0,2025-03-29 23:50:00
187,Coronation Walk,1.32427,103.8097,0.0,2025-03-29 23:50:00
188,East Coast Parkway,1.3135,103.9625,0.0,2025-03-29 23:50:00
189,Geylang East Central,1.32785,103.88899,0.0,2025-03-29 23:50:00
190,Henderson Road,1.28987,103.82364,0.0,2025-03-29 23:50:00
191,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-29 23:50:00
192,Jurong Pier Road,1.3081,103.71,0.0,2025-03-29 23:50:00
193,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-29 23:50:00
194,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-29 23:50:00
195,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-29 23:50:00
196,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-29 23:50:00
197,Kranji Road,1.42918,103.75711,0.0,2025-03-29 23:50:00
198,Kranji Way,1.4387,103.7363,0.0,2025-03-29 23:50:00
199,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-29 23:50:00
200,Lornie Road,1.3415,103.8334,0.0,2025-03-29 23:50:00
201,Malan Road,1.27472,103.80389,0.0,2025-03-29 23:50:00
202,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-29 23:50:00
203,Margaret Drive,1.29984,103.80264,0.0,2025-03-29 23:50:00
204,Marine Parade Road,1.30648,103.9104,0.0,2025-03-29 23:50:00
205,Nicoll Highway,1.30105,103.8666,0.0,2025-03-29 23:50:00
206,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-29 23:50:00
207,Pasir Panjang,1.29164,103.7702,0.0,2025-03-29 23:50:00
208,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-29 23:50:00
209,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-29 23:50:00
210,Poole Road,1.30703,103.89067,0.0,2025-03-29 23:50:00
211,Pulau Ubin,1.4168,103.9673,0.0,2025-03-29 23:50:00
212,Punggol Central,1.4029,103.9092,0.0,2025-03-29 23:50:00
213,Scotts Road,1.31055,103.8365,0.0,2025-03-29 23:50:00
214,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-29 23:50:00
215,Sentosa,1.25,103.8279,0.0,2025-03-29 23:50:00
216,Simei Avenue,1.3437,103.9444,0.0,2025-03-29 23:50:00
217,Somerset Road,1.3004,103.8372,0.0,2025-03-29 23:50:00
218,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-29 23:50:00
219,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-29 23:50:00
220,Toa Payoh North,1.3427,103.8482,0.0,2025-03-29 23:50:00
221,Towner Road,1.3214,103.8577,0.0,2025-03-29 23:50:00
222,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-29 23:50:00
223,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-29 23:50:00
224,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-29 23:50:00
225,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-29 23:50:00
226,West Coast Highway,1.281,103.754,0.0,2025-03-29 23:50:00
227,West Coast Road,1.30167,103.76444,0.0,2025-03-29 23:50:00
228,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-29 23:50:00
229,Woodlands Centre,1.44003,103.76904,0.0,2025-03-29 23:50:00
230,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-29 23:50:00
231,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-29 23:50:00
232,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-29 23:50:00
233,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 00:50:00
234,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 00:50:00
235,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 00:50:00
236,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 00:50:00
237,Banyan Road,1.256,103.679,0.0,2025-03-30 00:50:00
238,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 00:50:00
239,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 00:50:00
240,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 00:50:00
241,Changi East Close,1.3136,104.00317,0.0,2025-03-30 00:50:00
242,Clementi Park,1.32311,103.76714,0.0,2025-03-30 00:50:00
243,Clementi Road,1.3337,103.7768,0.0,2025-03-30 00:50:00
244,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 00:50:00
245,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 00:50:00
246,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 00:50:00
247,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 00:50:00
248,Henderson Road,1.28987,103.82364,0.0,2025-03-30 00:50:00
249,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 00:50:00
250,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 00:50:00
251,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 00:50:00
252,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 00:50:00
253,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 00:50:00
254,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 00:50:00
255,Kranji Road,1.42918,103.75711,0.0,2025-03-30 00:50:00
256,Kranji Way,1.4387,103.7363,0.0,2025-03-30 00:50:00
257,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 00:50:00
258,Lornie Road,1.3415,103.8334,0.0,2025-03-30 00:50:00
259,Malan Road,1.27472,103.80389,0.0,2025-03-30 00:50:00
260,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 00:50:00
261,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 00:50:00
262,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 00:50:00
263,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 00:50:00
264,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 00:50:00
265,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 00:50:00
266,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 00:50:00
267,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 00:50:00
268,Poole Road,1.30703,103.89067,0.0,2025-03-30 00:50:00
269,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 00:50:00
270,Punggol Central,1.4029,103.9092,0.0,2025-03-30 00:50:00
271,Scotts Road,1.31055,103.8365,0.0,2025-03-30 00:50:00
272,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 00:50:00
273,Sentosa,1.25,103.8279,0.0,2025-03-30 00:50:00
274,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 00:50:00
275,Somerset Road,1.3004,103.8372,0.0,2025-03-30 00:50:00
276,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 00:50:00
277,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 00:50:00
278,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 00:50:00
279,Towner Road,1.3214,103.8577,0.0,2025-03-30 00:50:00
280,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 00:50:00
281,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 00:50:00
282,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 00:50:00
283,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 00:50:00
284,West Coast Highway,1.281,103.754,0.0,2025-03-30 00:50:00
285,West Coast Road,1.30167,103.76444,0.0,2025-03-30 00:50:00
286,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 00:50:00
287,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 00:50:00
288,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 00:50:00
289,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 00:50:00
290,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 00:50:00
291,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 01:50:00
292,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 01:50:00
293,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 01:50:00
294,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 01:50:00
295,Banyan Road,1.256,103.679,0.0,2025-03-30 01:50:00
296,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 01:50:00
297,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 01:50:00
298,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 01:50:00
299,Changi East Close,1.3136,104.00317,0.0,2025-03-30 01:50:00
300,Clementi Park,1.32311,103.76714,0.0,2025-03-30 01:50:00
301,Clementi Road,1.3337,103.7768,0.0,2025-03-30 01:50:00
302,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 01:50:00
303,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 01:50:00
304,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 01:50:00
305,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 01:50:00
306,Henderson Road,1.28987,103.82364,0.0,2025-03-30 01:50:00
307,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 01:50:00
308,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 01:50:00
309,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 01:50:00
310,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 01:50:00
311,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 01:50:00
312,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 01:50:00
313,Kranji Road,1.42918,103.75711,0.0,2025-03-30 01:50:00
314,Kranji Way,1.4387,103.7363,0.0,2025-03-30 01:50:00
315,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 01:50:00
316,Lornie Road,1.3415,103.8334,0.0,2025-03-30 01:50:00
317,Malan Road,1.27472,103.80389,0.0,2025-03-30 01:50:00
318,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 01:50:00
319,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 01:50:00
320,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 01:50:00
321,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 01:50:00
322,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 01:50:00
323,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 01:50:00
324,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 01:50:00
325,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 01:50:00
326,Poole Road,1.30703,103.89067,0.0,2025-03-30 01:50:00
327,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 01:50:00
328,Punggol Central,1.4029,103.9092,0.0,2025-03-30 01:50:00
329,Scotts Road,1.31055,103.8365,0.0,2025-03-30 01:50:00
330,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 01:50:00
331,Sentosa,1.25,103.8279,0.0,2025-03-30 01:50:00
332,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 01:50:00
333,Somerset Road,1.3004,103.8372,0.0,2025-03-30 01:50:00
334,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 01:50:00
335,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 01:50:00
336,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 01:50:00
337,Towner Road,1.3214,103.8577,0.0,2025-03-30 01:50:00
338,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 01:50:00
339,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 01:50:00
340,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 01:50:00
341,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 01:50:00
342,West Coast Highway,1.281,103.754,0.0,2025-03-30 01:50:00
343,West Coast Road,1.30167,103.76444,0.0,2025-03-30 01:50:00
344,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 01:50:00
345,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 01:50:00
346,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 01:50:00
347,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 01:50:00
348,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 01:50:00
349,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 02:50:00
350,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 02:50:00
351,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 02:50:00
352,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 02:50:00
353,Banyan Road,1.256,103.679,0.0,2025-03-30 02:50:00
354,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 02:50:00
355,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 02:50:00
356,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 02:50:00
357,Changi East Close,1.3136,104.00317,0.0,2025-03-30 02:50:00
358,Clementi Park,1.32311,103.76714,0.0,2025-03-30 02:50:00
359,Clementi Road,1.3337,103.7768,0.0,2025-03-30 02:50:00
360,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 02:50:00
361,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 02:50:00
362,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 02:50:00
363,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 02:50:00
364,Henderson Road,1.28987,103.82364,0.0,2025-03-30 02:50:00
365,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 02:50:00
